,Year,Tournament,Round,Player_1,Player_2,Result,Winner,Ranking,Total_games,Total_sets,Looser,Grand_Slams
91278,2017,Wimbledon,5,Juan Martin Del Potro,Ernests Gulbis,6-7 4-6 4-6,Ernests Gulbis,4,33,3,Juan Martin Del Potro,2
91279,2017,Wimbledon,5,Marcos Baghdatis,Grigor Dimitrov,1-6 2-6 3-6,Grigor Dimitrov,4,24,3,Marcos Baghdatis,2
91280,2017,Wimbledon,5,Milos Raonic,Mikhail Youzhny,3-6 7-6 6-4 7-5,Milos Raonic,4,32,2,Mikhail Youzhny,2
91281,2017,Wimbledon,5,Mischa Zverev,Mikhail Kukushkin,6-1 6-2 2-6 3-6 6-4,Mischa Zverev,4,23,2,Mikhail Kukushkin,2
91282,2017,Wimbledon,5,Novak Djokovic,Adam Pavlasek,6-2 6-2 6-1,Novak Djokovic,4,23,2,Adam Pavlasek,2
91283,2017,Wimbledon,5,Tomas Berdych,Ryan Harrison,6-4 6-3 6-7 6-3,Tomas Berdych,4,32,2,Ryan Harrison,2
91284,2017,Wimbledon,5,Yuichi Sugita,Adrian Mannarino,2-6 6-7 6-4 7-5 1-6,Adrian Mannarino,4,29,3,Yuichi Sugita,2
91347,2017,Wimbledon,6,Benoit Paire,Jerzy Janowicz,6-2 7-6 6-3,Benoit Paire,4,30,2,Jerzy Janowicz,2
91348,2017,Wimbledon,6,Fabio Fognini,Andy Murray,5-7 1-6 6-4 2-6,Andy Murray,4,25,3,Fabio Fognini,2
91349,2017,Wimbledon,6,Gilles Muller,Aljaz Bedene,7-6 7-5 6-4,Gilles Muller,4,35,2,Aljaz Bedene,2
91350,2017,Wimbledon,6,Karen Khachanov,Rafael Nadal,6-7 4-6 1-6,Rafael Nadal,4,30,3,Karen Khachanov,2
91351,2017,Wimbledon,6,Roberto Bautista Agut,Kei Nishikori,6-4 7-6 3-6 6-3,Roberto Bautista Agut,4,32,2,Kei Nishikori,2
91352,2017,Wimbledon,6,Ruben Bemelmans,Kevin Anderson,6-7 4-6 6-7,Kevin Anderson,4,36,3,Ruben Bemelmans,2
91353,2017,Wimbledon,6,Steve Johnson,Marin Cilic,4-6 6-7 4-6,Marin Cilic,4,33,3,Steve Johnson,2
91421,2017,Wimbledon,6,Adrian Mannarino,Gael Monfils,7-6 4-6 5-7 6-3 6-2,Adrian Mannarino,4,35,2,Gael Monfils,2
91422,2017,Wimbledon,6,Albert Ramos-Vinolas,Milos Raonic,5-7 4-6 6-7,Milos Raonic,4,35,3,Albert Ramos-Vinolas,2
91423,2017,Wimbledon,6,Alexander Zverev,Sebastian Ofner,6-4 6-4 6-2,Alexander Zverev,4,28,2,Sebastian Ofner,2
91424,2017,Wimbledon,6,Ernests Gulbis,Novak Djokovic,6-7 1-6 4-6,Novak Djokovic,4,30,3,Ernests Gulbis,2
91425,2017,Wimbledon,6,Jared Donaldson,Dominic Thiem,2-6 4-6 5-7,Dominic Thiem,4,30,3,Jared Donaldson,2
91426,2017,Wimbledon,6,Jo-Wilfried Tsonga,Sam Querrey,5-7 6-1 6-7 6-3 2-6,Sam Querrey,4,30,3,Jo-Wilfried Tsonga,2
91427,2017,Wimbledon,6,Roger Federer,Mischa Zverev,7-6 6-4 6-4,Roger Federer,4,33,2,Mischa Zverev,2
91428,2017,Wimbledon,6,Tomas Berdych,David Ferrer,6-3 6-4 6-3,Tomas Berdych,4,28,2,David Ferrer,2
91586,2017,Wimbledon,7,Alexander Zverev,Milos Raonic,1-6 5-7 6-4 5-7 6-4,Milos Raonic,4,32,3,Alexander Zverev,2
91587,2017,Wimbledon,7,Benoit Paire,Andy Murray,4-6 4-6 6-7,Andy Murray,4,33,3,Benoit Paire,2
91588,2017,Wimbledon,7,Rafael Nadal,Gilles Muller,31-51 6-4 6-3 4-6 3-6,Gilles Muller,4,28,3,Rafael Nadal,2
91589,2017,Wimbledon,7,Roberto Bautista Agut,Marin Cilic,2-6 2-6 2-6,Marin Cilic,4,24,3,Roberto Bautista Agut,2
91590,2017,Wimbledon,7,Roger Federer,Grigor Dimitrov,6-4 6-2 6-4,Roger Federer,4,28,2,Grigor Dimitrov,2
91591,2017,Wimbledon,7,Sam Querrey,Kevin Anderson,5-7 7-6 6-3 6-7 6-3,Sam Querrey,4,34,2,Kevin Anderson,2
91592,2017,Wimbledon,7,Tomas Berdych,Dominic Thiem,6-3 6-7 6-3 3-6 6-3,Tomas Berdych,4,31,2,Dominic Thiem,2
91760,2017,Wimbledon,7,Adrian Mannarino,Novak Djokovic,4-6 6-7 2-6,Novak Djokovic,4,31,3,Adrian Mannarino,2
91912,2017,Wimbledon,9,Andy Murray,Sam Querrey,1-6 1-6 7-6 4-6 6-3,Sam Querrey,4,32,3,Andy Murray,2
91913,2017,Wimbledon,9,Marin Cilic,Gilles Muller,3-6 7-6 7-5 5-7 6-1,Marin Cilic,4,34,2,Gilles Muller,2
91914,2017,Wimbledon,9,Roger Federer,Milos Raonic,6-4 6-2 7-6,Roger Federer,4,31,2,Milos Raonic,2
92122,2017,Wimbledon,10,Marin Cilic,Sam Querrey,6-7 6-4 7-6 7-5,Marin Cilic,4,36,2,Sam Querrey,2
92123,2017,Wimbledon,10,Tomas Berdych,Roger Federer,4-6 6-7 6-7,Roger Federer,4,36,3,Tomas Berdych,2
92273,2017,Wimbledon,12,Marin Cilic,Roger Federer,4-6 1-6 3-6,Roger Federer,4,26,3,Marin Cilic,2
96908,2017,USOpen,4,Albert Ramos-Vinolas,Denis Istomin,4-6 7-6 7-5 6-7 7-5,Albert Ramos-Vinolas,4,35,2,Denis Istomin,2
96909,2017,USOpen,4,Alessandro Giannessi,Ernests Gulbis,5-7 2-6 7-6 4-6,Ernests Gulbis,4,31,3,Alessandro Giannessi,2
96910,2017,USOpen,4,Alexander Zverev,Darian King,7-6 7-5 6-4,Alexander Zverev,4,35,2,Darian King,2
96911,2017,USOpen,4,Benoit Paire,Lukas Lacko,6-3 6-2 7-6,Benoit Paire,4,30,2,Lukas Lacko,2
96912,2017,USOpen,4,Bernard Tomic,Gilles Muller,4-6 4-6 3-6 6-3,Gilles Muller,4,28,3,Bernard Tomic,2
96913,2017,USOpen,4,Borna Coric,Jiri Vesely,7-6 7-6 6-2,Borna Coric,4,34,2,Jiri Vesely,2
96914,2017,USOpen,4,Christopher Eubanks,Dudi Sela,2-6 4-6 2-6,Dudi Sela,4,26,3,Christopher Eubanks,2
96915,2017,USOpen,4,Denis Shapovalov,Daniil Medvedev,7-5 6-1 6-2,Denis Shapovalov,4,27,2,Daniil Medvedev,2
96916,2017,USOpen,4,Diego Sebastian Schwartzman,Carlos Berlocq,6-2 6-1 6-3,Diego Sebastian Schwartzman,4,24,2,Carlos Berlocq,2
96917,2017,USOpen,4,Ernesto Escobedo,Radu Albot,4-6 2-6 6-4 5-7,Radu Albot,4,30,3,Ernesto Escobedo,2
96918,2017,USOpen,4,Evan King,Pablo Carreno-Busta,6-7 2-6 3-6,Pablo Carreno-Busta,4,30,3,Evan King,2
96919,2017,USOpen,4,Gilles Simon,Sam Querrey,4-6 3-6 4-6,Sam Querrey,4,29,3,Gilles Simon,2
96920,2017,USOpen,4,Horacio Zeballos,Hyeon Chung,3-6 4-6 6-7 6-3,Hyeon Chung,4,32,3,Horacio Zeballos,2
96921,2017,USOpen,4,Janko Tipsarevic,Thanasi Kokkinakis,6-7 3-6 6-1 7-6 6-3,Janko Tipsarevic,4,29,2,Thanasi Kokkinakis,2
96922,2017,USOpen,4,Jared Donaldson,Nikoloz Basilashvili,6-0 4-6 6-3 7-6,Jared Donaldson,4,25,2,Nikoloz Basilashvili,2
96923,2017,USOpen,4,Joao Sousa,Paolo Lorenzi,2-6 6-7 3-6 6-4,Paolo Lorenzi,4,32,3,Joao Sousa,2
96924,2017,USOpen,4,John Isner,Pierre-Hugues Herbert,6-1 6-3 4-6 6-3,John Isner,4,26,2,Pierre-Hugues Herbert,2
96925,2017,USOpen,4,Jordan Thompson,Jack Sock,6-2 7-6 1-6 5-7 6-4,Jordan Thompson,4,28,2,Jack Sock,2
96926,2017,USOpen,4,Kevin Anderson,Jc Aragone,6-3 6-3 6-1,Kevin Anderson,4,25,2,Jc Aragone,2
96927,2017,USOpen,4,Lucas Pouille,Ruben Bemelmans,6-3 6-4 6-4,Lucas Pouille,4,29,2,Ruben Bemelmans,2
96928,2017,USOpen,4,Marius Copil,Jo-Wilfried Tsonga,4-6 3-6 3-6,Jo-Wilfried Tsonga,4,28,3,Marius Copil,2
96929,2017,USOpen,4,Marton Fucsovics,Nicolas Mahut,6-7 6-2 4-6 6-2 3-6,Nicolas Mahut,4,27,3,Marton Fucsovics,2
96930,2017,USOpen,4,Mikhail Kukushkin,David Ferrer,4-6 6-3 6-2 6-1,Mikhail Kukushkin,4,27,2,David Ferrer,2
96931,2017,USOpen,4,Mischa Zverev,Thai Kwiatkowski,7-6 4-6 4-6 7-5 6-3,Mischa Zverev,4,33,2,Thai Kwiatkowski,2
96932,2017,USOpen,4,Robin Haase,Kyle Edmund,3-6 5-7 3-6,Kyle Edmund,4,30,3,Robin Haase,2
96933,2017,USOpen,4,Rogerio Dutra Da Silva,Florian Mayer,4-6 3-6 6-0 5-7,Florian Mayer,4,27,3,Rogerio Dutra Da Silva,2
96934,2017,USOpen,4,Steve Johnson,Nicolas Almagro,6-4 7-6 7-6,Steve Johnson,4,36,2,Nicolas Almagro,2
96935,2017,USOpen,4,Tennys Sandgren,Marin Cilic,3-6 6-3 3-6 4-6,Marin Cilic,4,28,3,Tennys Sandgren,2
96936,2017,USOpen,4,Thomas Fabbiano,John-Patrick Smith,7-6 6-4 3-6 7-6,Thomas Fabbiano,4,32,2,John-Patrick Smith,2
96937,2017,USOpen,4,Yen-Hsun Lu,Karen Khachanov,4-6 6-2 6-3 6-3,Yen-Hsun Lu,4,27,2,Karen Khachanov,2
97088,2017,USOpen,4,Dusan Lajovic,Rafael Nadal,2-6 2-6 6-7,Rafael Nadal,4,29,3,Dusan Lajovic,2
97089,2017,USOpen,4,Roger Federer,Frances Tiafoe,4-6 6-2 6-1 1-6 6-4,Roger Federer,4,25,2,Frances Tiafoe,2
97194,2017,USOpen,4,Adrian Mannarino,Richard Berankis,6-2 6-4 6-2,Adrian Mannarino,4,26,2,Richard Berankis,2
97195,2017,USOpen,5,Albert Ramos-Vinolas,Nicolas Mahut,0-6 3-6 6-4 4-6 6-4,Nicolas Mahut,4,30,3,Albert Ramos-Vinolas,2
97196,2017,USOpen,4,Alexandr Dolgopolov,Jan-Lennard Struff,3-6 6-3 6-2 1-6 6-3,Alexandr Dolgopolov,4,26,2,Jan-Lennard Struff,2
97197,2017,USOpen,4,Aljaz Bedene,Andrey Rublev,4-6 4-6 1-6,Andrey Rublev,4,27,3,Aljaz Bedene,2
97198,2017,USOpen,5,Benoit Paire,Mischa Zverev,5-7 7-6 6-3 2-6 3-6,Mischa Zverev,4,26,3,Benoit Paire,2
97199,2017,USOpen,4,Bjorn Fratangelo,Ivo Karlovic,7-6 6-4 3-6 7-6,Bjorn Fratangelo,4,32,2,Ivo Karlovic,2
97200,2017,USOpen,5,Borna Coric,Alexander Zverev,3-6 7-5 7-6 7-6,Borna Coric,4,34,2,Alexander Zverev,2
97201,2017,USOpen,4,Cedrik-Marcel Stebe,Nicolas Kicker,5-7 6-3 6-1 6-1,Cedrik-Marcel Stebe,4,28,2,Nicolas Kicker,2
97202,2017,USOpen,5,Denis Shapovalov,Jo-Wilfried Tsonga,6-4 6-4 7-6,Denis Shapovalov,4,33,2,Jo-Wilfried Tsonga,2
97203,2017,USOpen,5,Diego Sebastian Schwartzman,Janko Tipsarevic,6-2 6-4 7-5,Diego Sebastian Schwartzman,4,30,2,Janko Tipsarevic,2
97204,2017,USOpen,4,Dominic Thiem,Alex De Minaur,6-4 6-1 6-1,Dominic Thiem,4,24,2,Alex De Minaur,2
97205,2017,USOpen,5,Dudi Sela,Sam Querrey,4-6 1-6 4-6,Sam Querrey,4,27,3,Dudi Sela,2
97206,2017,USOpen,4,Dustin Brown,Thomaz Bellucci,6-4 6-3 6-2,Dustin Brown,4,27,2,Thomaz Bellucci,2
97207,2017,USOpen,5,Ernests Gulbis,Kevin Anderson,4-6 5-7 3-6,Kevin Anderson,4,31,3,Ernests Gulbis,2
97208,2017,USOpen,5,Evgeny Donskoy,Mikhail Kukushkin,5-7 4-6 4-6,Mikhail Kukushkin,4,32,3,Evgeny Donskoy,2
97209,2017,USOpen,4,Fabio Fognini,Stefano Travaglia,0-6 6-3 6-7 4-6,Stefano Travaglia,4,32,3,Fabio Fognini,2
97210,2017,USOpen,4,Feliciano Lopez,Andrey Kuznetsov,6-4 7-6 6-7 6-2,Feliciano Lopez,4,36,2,Andrey Kuznetsov,2
97211,2017,USOpen,4,Gael Monfils,Jeremy Chardy,7-6 6-3 6-4,Gael Monfils,4,32,2,Jeremy Chardy,2
97212,2017,USOpen,5,Gilles Muller,Paolo Lorenzi,3-6 6-7 3-6 7-6,Paolo Lorenzi,4,35,3,Gilles Muller,2
97213,2017,USOpen,4,Henri Laaksonen,Juan Martin Del Potro,6-7 6-7 4-6,Juan Martin Del Potro,4,36,3,Henri Laaksonen,2
97214,2017,USOpen,5,John Isner,Hyeon Chung,6-3 6-4 7-5,John Isner,4,31,2,Hyeon Chung,2
97215,2017,USOpen,5,Jordan Thompson,Thomas Fabbiano,2-6 4-6 6-3 2-6 6-2,Thomas Fabbiano,4,25,3,Jordan Thompson,2
97216,2017,USOpen,4,Julien Benneteau,David Goffin,2-6 4-6 6-2 4-6,David Goffin,4,28,3,Julien Benneteau,2
97217,2017,USOpen,5,Kyle Edmund,Steve Johnson,7-5 6-2 7-6,Kyle Edmund,4,33,2,Steve Johnson,2
97218,2017,USOpen,4,Leonardo Mayer,Richard Gasquet,3-6 6-2 6-4 6-2,Leonardo Mayer,4,27,2,Richard Gasquet,2
97219,2017,USOpen,5,Lucas Pouille,Jared Donaldson,7-5 6-4 4-6 3-6 6-4,Lucas Pouille,4,32,2,Jared Donaldson,2
97220,2017,USOpen,4,Malek Jaziri,Thiago Moura Monteiro,7-6 4-6 6-3 5-7 6-4,Malek Jaziri,4,32,2,Thiago Moura Monteiro,2
97221,2017,USOpen,4,Marcos Baghdatis,Taylor Harry Fritz,3-6 4-6 4-6,Taylor Harry Fritz,4,29,3,Marcos Baghdatis,2
97222,2017,USOpen,5,Marin Cilic,Florian Mayer,6-3 6-3 6-3,Marin Cilic,4,27,2,Florian Mayer,2
97223,2017,USOpen,4,Maximilian Marterer,Donald Young,4-6 1-6 6-1 3-6,Donald Young,4,23,3,Maximilian Marterer,2
97224,2017,USOpen,4,Mikhail Youzhny,Blaz Kavcic,6-3 5-7 6-4 6-3,Mikhail Youzhny,4,31,2,Blaz Kavcic,2
97225,2017,USOpen,4,Nick Kyrgios,John Millman,1-6 4-6 6-1 3-6,John Millman,4,26,3,Nick Kyrgios,2
97226,2017,USOpen,5,Pablo Carreno-Busta,Cameron Norrie,6-2 6-4 6-3,Pablo Carreno-Busta,4,27,2,Cameron Norrie,2
97227,2017,USOpen,4,Pablo Cuevas,Damir Dzumhur,1-6 6-7 5-7,Damir Dzumhur,4,32,3,Pablo Cuevas,2
97228,2017,USOpen,4,Patrick Kypson,Adrian Menendez-Maceiras,1-6 6-7 4-6,Adrian Menendez-Maceiras,4,30,3,Patrick Kypson,2
97229,2017,USOpen,4,Philipp Kohlschreiber,Tim Smyczek,6-1 6-4 6-4,Philipp Kohlschreiber,4,27,2,Tim Smyczek,2
97230,2017,USOpen,5,Radu Albot,Yen-Hsun Lu,6-2 7-6 5-7 0-6 7-6,Radu Albot,4,33,2,Yen-Hsun Lu,2
97231,2017,USOpen,4,Roberto Bautista Agut,Andreas Seppi,6-2 4-6 6-2 7-6,Roberto Bautista Agut,4,26,2,Andreas Seppi,2
97232,2017,USOpen,4,Ryan Harrison,Tomas Berdych,6-7 2-6 4-6,Tomas Berdych,4,31,3,Ryan Harrison,2
97233,2017,USOpen,4,Steve Darcis,Guido Pella,0-6 2-6 1-6,Guido Pella,4,21,3,Steve Darcis,2
97234,2017,USOpen,4,Tommy Paul,Taro Daniel,2-6 2-6 6-4 6-4 1-6,Taro Daniel,4,27,3,Tommy Paul,2
97235,2017,USOpen,4,Vaclav Safranek,Grigor Dimitrov,2-6 4-6 1-6,Grigor Dimitrov,4,25,3,Vaclav Safranek,2
97236,2017,USOpen,4,Viktor Troicki,Norbert Gombos,3-6 6-3 3-6 6-4 6-3,Viktor Troicki,4,27,2,Norbert Gombos,2
97237,2017,USOpen,4,Vincent Millot,Santiago Giraldo,4-6 6-4 6-4 0-6 1-6,Santiago Giraldo,4,23,3,Vincent Millot,2
97238,2017,USOpen,4,Yuichi Sugita,Geoffrey Blancaneaux,6-2 6-2 6-0,Yuichi Sugita,4,22,2,Geoffrey Blancaneaux,2
97318,2017,USOpen,5,Adrian Mannarino,Bjorn Fratangelo,6-3 6-7 6-1 6-2,Adrian Mannarino,4,29,2,Bjorn Fratangelo,2
97319,2017,USOpen,5,Damir Dzumhur,Cedrik-Marcel Stebe,4-6 6-4 6-0 6-1,Damir Dzumhur,4,26,2,Cedrik-Marcel Stebe,2
97320,2017,USOpen,5,David Goffin,Guido Pella,3-6 7-6 6-7 7-6 6-3,David Goffin,4,35,2,Guido Pella,2
97321,2017,USOpen,5,Dominic Thiem,Taylor Harry Fritz,6-4 6-4 4-6 7-5,Dominic Thiem,4,30,2,Taylor Harry Fritz,2
97322,2017,USOpen,5,Donald Young,Gael Monfils,5-7 6-2 4-6 7-6 3-6,Gael Monfils,4,32,3,Donald Young,2
97323,2017,USOpen,5,Fernando Verdasco,Feliciano Lopez,1-6 6-3 2-6 3-6,Feliciano Lopez,4,26,3,Fernando Verdasco,2
97324,2017,USOpen,5,Grigor Dimitrov,Andrey Rublev,3-6 6-7 5-7,Andrey Rublev,4,34,3,Grigor Dimitrov,2
97325,2017,USOpen,5,John Millman,Malek Jaziri,6-1 7-6 6-1,John Millman,4,27,2,Malek Jaziri,2
97326,2017,USOpen,5,Juan Martin Del Potro,Adrian Menendez-Maceiras,6-2 6-3 7-6,Juan Martin Del Potro,4,30,2,Adrian Menendez-Maceiras,2
97327,2017,USOpen,5,Mikhail Youzhny,Roger Federer,2-6 4-6 6-4 7-6 1-6,Roger Federer,4,30,3,Mikhail Youzhny,2
97328,2017,USOpen,5,Roberto Bautista Agut,Dustin Brown,6-1 6-3 7-6,Roberto Bautista Agut,4,29,2,Dustin Brown,2
97329,2017,USOpen,5,Stefano Travaglia,Viktor Troicki,0-6 5-7 6-7,Viktor Troicki,4,31,3,Stefano Travaglia,2
97330,2017,USOpen,5,Taro Daniel,Rafael Nadal,2-6 2-6 3-6 6-4,Rafael Nadal,4,27,3,Taro Daniel,2
97331,2017,USOpen,5,Tomas Berdych,Alexandr Dolgopolov,2-6 6-7 1-6 6-3,Alexandr Dolgopolov,4,29,3,Tomas Berdych,2
97332,2017,USOpen,5,Yuichi Sugita,Leonardo Mayer,4-6 3-6 4-6 7-6,Leonardo Mayer,4,32,3,Yuichi Sugita,2
97394,2017,USOpen,6,Borna Coric,Kevin Anderson,2-6 3-6 4-6,Kevin Anderson,4,27,3,Borna Coric,2
97395,2017,USOpen,6,Lucas Pouille,Mikhail Kukushkin,2-6 6-3 6-4 6-4,Lucas Pouille,4,27,2,Mikhail Kukushkin,2
97396,2017,USOpen,6,Marin Cilic,Diego Sebastian Schwartzman,4-6 5-7 5-7 6-4,Diego Sebastian Schwartzman,4,34,3,Marin Cilic,2
97397,2017,USOpen,6,Mischa Zverev,John Isner,6-4 6-3 7-6,Mischa Zverev,4,32,2,John Isner,2
97398,2017,USOpen,6,Nicolas Mahut,Pablo Carreno-Busta,3-6 4-6 3-6,Pablo Carreno-Busta,4,28,3,Nicolas Mahut,2
97399,2017,USOpen,6,Radu Albot,Sam Querrey,4-6 4-6 2-6 6-4,Sam Querrey,4,28,3,Radu Albot,2
97400,2017,USOpen,6,Thomas Fabbiano,Paolo Lorenzi,4-6 4-6 2-6,Paolo Lorenzi,4,28,3,Thomas Fabbiano,2
97437,2017,USOpen,6,Adrian Mannarino,Dominic Thiem,4-6 3-6 5-7,Dominic Thiem,4,31,3,Adrian Mannarino,2
97438,2017,USOpen,6,Damir Dzumhur,Andrey Rublev,4-6 7-5 4-6 4-6,Andrey Rublev,4,32,3,Damir Dzumhur,2
97439,2017,USOpen,6,John Millman,Philipp Kohlschreiber,4-6 2-6 5-7,Philipp Kohlschreiber,4,30,3,John Millman,2
97440,2017,USOpen,6,Juan Martin Del Potro,Roberto Bautista Agut,6-3 6-3 6-4,Juan Martin Del Potro,4,28,2,Roberto Bautista Agut,2
97441,2017,USOpen,6,Rafael Nadal,Leonardo Mayer,6-7 6-3 6-1 6-4,Rafael Nadal,4,29,2,Leonardo Mayer,2
97442,2017,USOpen,6,Roger Federer,Feliciano Lopez,6-3 6-3 7-5,Roger Federer,4,30,2,Feliciano Lopez,2
97443,2017,USOpen,6,Viktor Troicki,Alexandr Dolgopolov,4-6 0-6 1-6,Alexandr Dolgopolov,4,23,3,Viktor Troicki,2
97509,2017,USOpen,7,Kevin Anderson,Paolo Lorenzi,6-4 6-3 6-7 6-4,Kevin Anderson,4,32,2,Paolo Lorenzi,2
97510,2017,USOpen,7,Lucas Pouille,Diego Sebastian Schwartzman,2-6 6-2 5-7 6-7,Diego Sebastian Schwartzman,4,33,3,Lucas Pouille,2
97511,2017,USOpen,7,Mischa Zverev,Sam Querrey,1-6 2-6 2-6,Sam Querrey,4,23,3,Mischa Zverev,2
97512,2017,USOpen,7,Pablo Carreno-Busta,Denis Shapovalov,7-6 7-6 7-6,Pablo Carreno-Busta,4,39,2,Denis Shapovalov,2
97590,2017,USOpen,7,Alexandr Dolgopolov,Rafael Nadal,1-6 4-6 2-6,Rafael Nadal,4,25,3,Alexandr Dolgopolov,2
97591,2017,USOpen,7,David Goffin,Andrey Rublev,3-6 6-7 5-7,Andrey Rublev,4,34,3,David Goffin,2
97592,2017,USOpen,7,Dominic Thiem,Juan Martin Del Potro,4-6 6-7 1-6 6-2 6-1,Juan Martin Del Potro,4,22,3,Dominic Thiem,2
97593,2017,USOpen,7,Roger Federer,Philipp Kohlschreiber,6-4 6-2 7-5,Roger Federer,4,30,2,Philipp Kohlschreiber,2
97764,2017,USOpen,9,Kevin Anderson,Sam Querrey,7-6 6-7 6-3 7-6,Kevin Anderson,4,35,2,Sam Querrey,2
97765,2017,USOpen,9,Pablo Carreno-Busta,Diego Sebastian Schwartzman,6-4 6-4 6-2,Pablo Carreno-Busta,4,28,2,Diego Sebastian Schwartzman,2
97902,2017,USOpen,9,Andrey Rublev,Rafael Nadal,2-6 2-6 1-6,Rafael Nadal,4,23,3,Andrey Rublev,2
97903,2017,USOpen,9,Roger Federer,Juan Martin Del Potro,4-6 6-7 6-3 5-7,Juan Martin Del Potro,4,34,3,Roger Federer,2
98078,2017,USOpen,10,Juan Martin Del Potro,Rafael Nadal,2-6 3-6 0-6 6-4,Rafael Nadal,4,25,3,Juan Martin Del Potro,2
98079,2017,USOpen,10,Kevin Anderson,Pablo Carreno-Busta,4-6 7-5 6-3 6-4,Kevin Anderson,4,31,2,Pablo Carreno-Busta,2
98207,2017,USOpen,12,Kevin Anderson,Rafael Nadal,4-6 3-6 3-6,Rafael Nadal,4,28,3,Kevin Anderson,2
101401,2017,RolandGarros,7,Albert Ramos-Vinolas,Novak Djokovic,3-6 1-6 6-7,Novak Djokovic,4,29,3,Albert Ramos-Vinolas,2
101402,2017,RolandGarros,7,Dominic Thiem,Horacio Zeballos,6-1 6-3 6-1,Dominic Thiem,4,23,2,Horacio Zeballos,2
101403,2017,RolandGarros,6,Karen Khachanov,John Isner,7-6 6-3 6-7 7-6,Karen Khachanov,4,35,2,John Isner,2
101404,2017,RolandGarros,6,Kei Nishikori,Hyeon Chung,7-5 6-4 6-7 0-6 6-4,Kei Nishikori,4,35,2,Hyeon Chung,2
101405,2017,RolandGarros,7,Pablo Carreno-Busta,Milos Raonic,4-6 7-6 6-7 6-4 8-6,Pablo Carreno-Busta,4,36,2,Milos Raonic,2
101406,2017,RolandGarros,7,Roberto Bautista Agut,Rafael Nadal,2-6 2-6 1-6,Rafael Nadal,4,23,3,Roberto Bautista Agut,2
101485,2017,RolandGarros,7,Andy Murray,Karen Khachanov,6-3 6-4 6-4,Andy Murray,4,29,2,Karen Khachanov,2
101486,2017,RolandGarros,7,Fernando Verdasco,Kei Nishikori,0-6 4-6 4-6 6-0,Kei Nishikori,4,26,3,Fernando Verdasco,2
101487,2017,RolandGarros,7,Stan Wawrinka,Gael Monfils,7-5 7-6 6-2,Stan Wawrinka,4,33,2,Gael Monfils,2
101657,2017,RolandGarros,9,Andy Murray,Kei Nishikori,2-6 6-1 7-6 6-1,Andy Murray,4,28,2,Kei Nishikori,2
101658,2017,RolandGarros,9,Novak Djokovic,Dominic Thiem,0-6 3-6 6-7,Dominic Thiem,4,28,3,Novak Djokovic,2
101659,2017,RolandGarros,9,Stan Wawrinka,Marin Cilic,6-3 6-3 6-1,Stan Wawrinka,4,25,2,Marin Cilic,2
101854,2017,RolandGarros,10,Rafael Nadal,Dominic Thiem,6-3 6-4 6-0,Rafael Nadal,4,25,2,Dominic Thiem,2
101855,2017,RolandGarros,10,Stan Wawrinka,Andy Murray,6-7 6-3 5-7 7-6 6-1,Stan Wawrinka,4,34,2,Andy Murray,2
101986,2017,RolandGarros,12,Stan Wawrinka,Rafael Nadal,1-6 3-6 2-6,Rafael Nadal,4,24,3,Stan Wawrinka,2
107364,2017,AustralianOpen,12,Rafael Nadal,Roger Federer,3-6 6-3 1-6 6-3 4-6,Roger Federer,4,26,3,Rafael Nadal,2
110864,2017,AustralianOpen,4,Albert Ramos-Vinolas,Lukas Lacko,3-6 4-6 6-1 5-7 6-4,Lukas Lacko,4,29,3,Albert Ramos-Vinolas,2
110865,2017,AustralianOpen,4,Alex De Minaur,Gerald Melzer,5-7 6-3 2-6 7-6 6-1,Alex De Minaur,4,29,2,Gerald Melzer,2
110866,2017,AustralianOpen,4,Alexander Bublik,Lucas Pouille,6-0 3-6 6-3 6-4,Alexander Bublik,4,24,2,Lucas Pouille,2
110867,2017,AustralianOpen,4,Andreas Seppi,Paul-Henri Mathieu,6-4 7-6 6-7 7-5,Andreas Seppi,4,36,2,Paul-Henri Mathieu,2
110868,2017,AustralianOpen,4,Andrey Rublev,Yen-Hsun Lu,4-6 6-3 7-6 6-3,Andrey Rublev,4,32,2,Yen-Hsun Lu,2
110869,2017,AustralianOpen,4,Andy Murray,Illya Marchenko,7-5 7-6 6-2,Andy Murray,4,33,2,Illya Marchenko,2
110870,2017,AustralianOpen,4,Bjorn Fratangelo,Noah Rubin,2-6 2-6 6-3 5-7 7-6,Noah Rubin,4,34,3,Bjorn Fratangelo,2
110871,2017,AustralianOpen,4,Damir Dzumhur,Viktor Troicki,3-6 6-2 6-2 4-6 4-6,Viktor Troicki,4,28,3,Damir Dzumhur,2
110872,2017,AustralianOpen,4,Daniel Evans,Facundo Bagnis,7-6 6-3 6-1,Daniel Evans,4,29,2,Facundo Bagnis,2
110873,2017,AustralianOpen,4,Diego Sebastian Schwartzman,Pablo Cuevas,6-3 6-3 6-0,Diego Sebastian Schwartzman,4,24,2,Pablo Cuevas,2
110874,2017,AustralianOpen,4,Dusan Lajovic,Stephane Robert,6-3 6-3 6-3,Dusan Lajovic,4,27,2,Stephane Robert,2
110875,2017,AustralianOpen,4,Federico Delbonis,Steve Johnson,4-6 4-6 3-6,Steve Johnson,4,29,3,Federico Delbonis,2
110876,2017,AustralianOpen,4,Gastao Elias,Nick Kyrgios,2-6 2-6 1-6,Nick Kyrgios,4,23,3,Gastao Elias,2
