,Year,Tournament,Round,Player_1,Player_2,Result,Winner,Ranking,Total_games,Total_sets,Looser,Grand_Slams
61816,2018,Wimbledon,5,Ernests Gulbis,Damir Dzumhur,2-6 6-4 6-3 1-6 6-3,Ernests Gulbis,4,27,2,Damir Dzumhur,2
61817,2018,Wimbledon,5,Fabio Fognini,Simone Bolelli,6-3 6-4 6-1,Fabio Fognini,4,26,2,Simone Bolelli,2
61818,2018,Wimbledon,5,Feliciano Lopez,Juan Martin Del Potro,2-6 1-6 4-6,Juan Martin Del Potro,4,25,3,Feliciano Lopez,2
61819,2018,Wimbledon,5,Frances Tiafoe,Julien Benneteau,4-6 6-3 6-4 6-2,Frances Tiafoe,4,29,2,Julien Benneteau,2
61820,2018,Wimbledon,5,Guido Pella,Marin Cilic,3-6 1-6 6-4 7-6 7-5,Guido Pella,4,26,2,Marin Cilic,2
61821,2018,Wimbledon,5,Horacio Zeballos,Novak Djokovic,3-6 2-6 1-6,Novak Djokovic,4,24,3,Horacio Zeballos,2
61822,2018,Wimbledon,5,Karen Khachanov,Marcos Baghdatis,6-3 6-4 3-6 6-7 7-5,Karen Khachanov,4,28,2,Marcos Baghdatis,2
61823,2018,Wimbledon,5,Kevin Anderson,Andreas Seppi,6-3 6-7 6-3 6-4,Kevin Anderson,4,31,2,Andreas Seppi,2
61824,2018,Wimbledon,5,Matteo Berrettini,Gilles Simon,2-6 6-7 3-6,Gilles Simon,4,30,3,Matteo Berrettini,2
61825,2018,Wimbledon,5,Matthew Ebden,Stephane Robert,6-3 7-6 4-6 6-1,Matthew Ebden,4,32,2,Stephane Robert,2
61826,2018,Wimbledon,5,Mikhail Kukushkin,Rafael Nadal,4-6 3-6 4-6,Rafael Nadal,4,29,3,Mikhail Kukushkin,2
61827,2018,Wimbledon,5,Philipp Kohlschreiber,Gilles Muller,7-6 7-6 7-6,Philipp Kohlschreiber,4,39,2,Gilles Muller,2
61828,2018,Wimbledon,5,Robin Haase,Nick Kyrgios,5-7 4-6 3-6,Nick Kyrgios,4,31,3,Robin Haase,2
61829,2018,Wimbledon,5,Ruben Bemelmans,John Isner,5-7 7-6 7-6 4-6 1-6,John Isner,4,30,3,Ruben Bemelmans,2
61830,2018,Wimbledon,5,Stan Wawrinka,Thomas Fabbiano,6-7 3-6 6-7,Thomas Fabbiano,4,35,3,Stan Wawrinka,2
61831,2018,Wimbledon,5,Stefanos Tsitsipas,Jared Donaldson,6-3 6-2 3-6 4-6 6-3,Stefanos Tsitsipas,4,26,2,Jared Donaldson,2
61884,2018,Wimbledon,6,Adrian Mannarino,Daniil Medvedev,6-4 6-3 4-6 5-7 6-3,Adrian Mannarino,4,29,2,Daniil Medvedev,2
61885,2018,Wimbledon,5,Alexander Zverev,Taylor Harry Fritz,6-4 5-7 6-7 6-1 6-2,Alexander Zverev,4,35,2,Taylor Harry Fritz,2
61886,2018,Wimbledon,6,Gael Monfils,Sam Querrey,5-7 6-4 6-4 6-2,Gael Monfils,4,32,2,Sam Querrey,2
61887,2018,Wimbledon,6,Jan-Lennard Struff,Roger Federer,2-6 5-7 3-6,Roger Federer,4,29,3,Jan-Lennard Struff,2
61888,2018,Wimbledon,6,John Isner,Radu Albot,6-3 6-3 6-4,John Isner,4,28,2,Radu Albot,2
61889,2018,Wimbledon,6,Mackenzie Mcdonald,Guido Pella,6-4 6-4 7-6,Mackenzie Mcdonald,4,33,2,Guido Pella,2
61890,2018,Wimbledon,6,Philipp Kohlschreiber,Kevin Anderson,5-7 5-7 3-6,Kevin Anderson,4,33,3,Philipp Kohlschreiber,2
61891,2018,Wimbledon,6,Stefanos Tsitsipas,Thomas Fabbiano,6-2 6-1 6-4,Stefanos Tsitsipas,4,25,2,Thomas Fabbiano,2
62109,2018,Wimbledon,6,Alex De Minaur,Rafael Nadal,4-6 2-6 1-6,Rafael Nadal,4,25,3,Alex De Minaur,2
62110,2018,Wimbledon,6,Alexander Zverev,Ernests Gulbis,0-6 3-6 7-5 6-4 6-7,Ernests Gulbis,4,35,3,Alexander Zverev,2
62111,2018,Wimbledon,6,Benoit Paire,Juan Martin Del Potro,3-6 6-7 4-6,Juan Martin Del Potro,4,32,3,Benoit Paire,2
62112,2018,Wimbledon,6,Jiri Vesely,Fabio Fognini,7-6 3-6 6-3 6-2,Jiri Vesely,4,31,2,Fabio Fognini,2
62113,2018,Wimbledon,6,Karen Khachanov,Frances Tiafoe,4-6 4-6 7-6 6-2 6-1,Karen Khachanov,4,33,2,Frances Tiafoe,2
62114,2018,Wimbledon,6,Kyle Edmund,Novak Djokovic,4-6 2-6 3-6 6-4,Novak Djokovic,4,27,3,Kyle Edmund,2
62115,2018,Wimbledon,6,Matthew Ebden,Gilles Simon,6-7 3-6 7-6 1-6,Gilles Simon,4,29,3,Matthew Ebden,2
62116,2018,Wimbledon,6,Milos Raonic,Dennis Novak,7-6 4-6 7-5 6-2,Milos Raonic,4,35,2,Dennis Novak,2
62117,2018,Wimbledon,6,Nick Kyrgios,Kei Nishikori,4-6 6-7 1-6,Kei Nishikori,4,30,3,Nick Kyrgios,2
62155,2018,RolandGarros,7,Alexander Zverev,Karen Khachanov,4-6 7-6 2-6 6-3 6-3,Alexander Zverev,4,31,2,Karen Khachanov,2
62156,2018,RolandGarros,7,Fernando Verdasco,Novak Djokovic,2-6 4-6 3-6,Novak Djokovic,4,27,3,Fernando Verdasco,2
62157,2018,RolandGarros,7,Kei Nishikori,Dominic Thiem,4-6 7-5 0-6 2-6,Dominic Thiem,4,26,3,Kei Nishikori,2
62158,2018,RolandGarros,7,Marco Cecchinato,David Goffin,7-5 4-6 6-0 6-3,Marco Cecchinato,4,28,2,David Goffin,2
62378,2018,RolandGarros,7,Diego Sebastian Schwartzman,Kevin Anderson,1-6 2-6 7-5 7-6 6-2,Diego Sebastian Schwartzman,4,27,2,Kevin Anderson,2
62379,2018,RolandGarros,7,Fabio Fognini,Marin Cilic,3-6 7-6 6-3 1-6 4-6,Marin Cilic,4,26,3,Fabio Fognini,2
62380,2018,RolandGarros,7,Juan Martin Del Potro,John Isner,6-4 6-4 6-4,Juan Martin Del Potro,4,30,2,John Isner,2
62381,2018,RolandGarros,7,Maximilian Marterer,Rafael Nadal,6-7 2-6 3-6,Rafael Nadal,4,30,3,Maximilian Marterer,2
62560,2018,RolandGarros,9,Alexander Zverev,Dominic Thiem,1-6 2-6 4-6,Dominic Thiem,4,25,3,Alexander Zverev,2
62561,2018,RolandGarros,9,Novak Djokovic,Marco Cecchinato,6-7 6-1 6-7 3-6,Marco Cecchinato,4,29,3,Novak Djokovic,2
62793,2018,RolandGarros,9,Diego Sebastian Schwartzman,Rafael Nadal,2-6 2-6 3-6 6-4,Rafael Nadal,4,27,3,Diego Sebastian Schwartzman,2
62794,2018,RolandGarros,9,Marin Cilic,Juan Martin Del Potro,5-7 3-6 7-5 6-7,Juan Martin Del Potro,4,34,3,Marin Cilic,2
62867,2018,RolandGarros,10,Marco Cecchinato,Dominic Thiem,1-6 6-7 5-7,Dominic Thiem,4,32,3,Marco Cecchinato,2
62868,2018,RolandGarros,10,Rafael Nadal,Juan Martin Del Potro,6-4 6-1 6-2,Rafael Nadal,4,25,2,Juan Martin Del Potro,2
63193,2018,RolandGarros,12,Dominic Thiem,Rafael Nadal,2-6 3-6 4-6,Rafael Nadal,4,27,3,Dominic Thiem,2
69367,2018,RolandGarros,4,Alexander Zverev,Richard Berankis,6-1 6-1 6-2,Alexander Zverev,4,22,2,Richard Berankis,2
69368,2018,RolandGarros,4,Corentin Moutet,Ivo Karlovic,7-6 6-2 7-6,Corentin Moutet,4,34,2,Ivo Karlovic,2
69369,2018,RolandGarros,4,Denis Kudla,Damir Dzumhur,2-6 2-6 4-6,Damir Dzumhur,4,26,3,Denis Kudla,2
69370,2018,RolandGarros,4,Federico Delbonis,Thomaz Bellucci,6-1 6-3 3-6 6-1,Federico Delbonis,4,25,2,Thomaz Bellucci,2
69371,2018,RolandGarros,4,Fernando Verdasco,Yoshihito Nishioka,6-7 6-4 6-3 6-7 7-5,Fernando Verdasco,4,32,2,Yoshihito Nishioka,2
69372,2018,RolandGarros,4,Gael Monfils,Elliot Benchetrit,3-6 6-1 6-2 6-1,Gael Monfils,4,24,2,Elliot Benchetrit,2
69373,2018,RolandGarros,4,Jozef Kovalik,Pablo Carreno-Busta,6-7 5-7 1-6 6-4,Pablo Carreno-Busta,4,29,3,Jozef Kovalik,2
69374,2018,RolandGarros,4,Kei Nishikori,Maxime Janvier,7-6 6-4 6-3,Kei Nishikori,4,32,2,Maxime Janvier,2
69375,2018,RolandGarros,4,Laslo Djere,Martin Klizan,1-6 6-7 6-4 6-7,Martin Klizan,4,36,3,Laslo Djere,2
69376,2018,RolandGarros,4,Lucas Pouille,Daniil Medvedev,6-2 6-3 6-4,Lucas Pouille,4,27,2,Daniil Medvedev,2
69377,2018,RolandGarros,4,Mohamed Safwat,Grigor Dimitrov,6-7 4-6 1-6,Grigor Dimitrov,4,30,3,Mohamed Safwat,2
69378,2018,RolandGarros,4,Nicolas Jarry,Jared Donaldson,4-6 3-6 6-3 6-4 3-6,Jared Donaldson,4,28,3,Nicolas Jarry,2
69379,2018,RolandGarros,4,Oscar Otte,Matteo Berrettini,1-6 2-6 5-7 6-3,Matteo Berrettini,4,29,3,Oscar Otte,2
69380,2018,RolandGarros,4,Radu Albot,Gregoire Barrere,4-6 0-6 7-5 6-1 6-2,Radu Albot,4,28,2,Gregoire Barrere,2
69381,2018,RolandGarros,4,Robin Haase,David Goffin,0-6 1-6 4-6 6-4 6-4,David Goffin,4,30,3,Robin Haase,2
69382,2018,RolandGarros,4,Taylor Harry Fritz,Guido Andreozzi,3-6 2-6 6-3 3-6 7-6,Guido Andreozzi,4,31,3,Taylor Harry Fritz,2
69528,2018,RolandGarros,4,Benoit Paire,Roberto Carballes Baena,6-3 6-7 7-6 6-1,Benoit Paire,4,35,2,Roberto Carballes Baena,2
69529,2018,RolandGarros,4,Bernard Tomic,Marco Trungelliti,4-6 4-6 7-5 4-6,Marco Trungelliti,4,32,3,Bernard Tomic,2
69530,2018,RolandGarros,4,Carlos Taberner,Stefanos Tsitsipas,3-6 4-6 7-6 5-7,Stefanos Tsitsipas,4,35,3,Carlos Taberner,2
69531,2018,RolandGarros,4,Casper Ruud,Jordan Thompson,6-1 6-4 2-6 4-6 6-3,Casper Ruud,4,25,2,Jordan Thompson,2
69532,2018,RolandGarros,4,Denis Istomin,Roberto Bautista Agut,4-6 4-6 6-1 7-6 2-6,Roberto Bautista Agut,4,28,3,Denis Istomin,2
69533,2018,RolandGarros,4,Diego Sebastian Schwartzman,Calvin Hemery,6-1 6-3 6-1,Diego Sebastian Schwartzman,4,23,2,Calvin Hemery,2
69534,2018,RolandGarros,4,Dominic Thiem,Ilya Ivashka,6-2 6-4 6-1,Dominic Thiem,4,25,2,Ilya Ivashka,2
69535,2018,RolandGarros,4,Dusan Lajovic,Jiri Vesely,6-3 6-1 6-3,Dusan Lajovic,4,25,2,Jiri Vesely,2
69536,2018,RolandGarros,4,Gilles Muller,Ernests Gulbis,3-6 4-6 4-6 6-2,Ernests Gulbis,4,28,3,Gilles Muller,2
69537,2018,RolandGarros,4,Jaume Antoni Munar Clar,David Ferrer,3-6 3-6 7-6 7-6 7-5,Jaume Antoni Munar Clar,4,31,2,David Ferrer,2
69538,2018,RolandGarros,4,Karen Khachanov,Andreas Haider-Maurer,7-6 6-3 6-3,Karen Khachanov,4,31,2,Andreas Haider-Maurer,2
69539,2018,RolandGarros,4,Marco Cecchinato,Marius Copil,2-6 6-7 7-5 6-2 10-8,Marco Cecchinato,4,33,2,Marius Copil,2
69540,2018,RolandGarros,4,Mikhail Kukushkin,Albert Ramos-Vinolas,1-6 4-6 6-7,Albert Ramos-Vinolas,4,30,3,Mikhail Kukushkin,2
69541,2018,RolandGarros,4,Mikhail Youzhny,Malek Jaziri,2-6 6-3 2-6 2-6 6-2,Malek Jaziri,4,24,3,Mikhail Youzhny,2
69542,2018,RolandGarros,4,Mirza Basic,Adam Pavlasek,2-6 2-6 5-7 7-6,Adam Pavlasek,4,33,3,Mirza Basic,2
69543,2018,RolandGarros,4,Nikoloz Basilashvili,Gilles Simon,4-6 7-6 0-6 4-6,Gilles Simon,4,29,3,Nikoloz Basilashvili,2
69544,2018,RolandGarros,4,Philipp Kohlschreiber,Borna Coric,4-6 3-6 6-3 3-6,Borna Coric,4,27,3,Philipp Kohlschreiber,2
69545,2018,RolandGarros,4,Richard Gasquet,Andreas Seppi,6-0 6-2 6-2,Richard Gasquet,4,22,2,Andreas Seppi,2
69546,2018,RolandGarros,4,Rogerio Dutra Da Silva,Novak Djokovic,4-6 4-6 3-6,Novak Djokovic,4,29,3,Rogerio Dutra Da Silva,2
69547,2018,RolandGarros,4,Sam Querrey,Frances Tiafoe,6-1 6-2 7-6,Sam Querrey,4,28,2,Frances Tiafoe,2
69548,2018,RolandGarros,4,Stan Wawrinka,Guillermo Garcia-Lopez,3-6 6-7 6-4 6-3 2-6,Guillermo Garcia-Lopez,4,27,3,Stan Wawrinka,2
69650,2018,RolandGarros,4,Adrian Mannarino,Steve Johnson,2-6 2-6 6-7,Steve Johnson,4,29,3,Adrian Mannarino,2
69651,2018,RolandGarros,4,Denis Shapovalov,John Millman,7-5 6-4 6-2,Denis Shapovalov,4,30,2,John Millman,2
69652,2018,RolandGarros,4,Dudi Sela,Elias Ymer,1-6 3-6 6-7,Elias Ymer,4,29,3,Dudi Sela,2
69653,2018,RolandGarros,4,Fabio Fognini,Pablo Andujar,6-4 6-2 6-1,Fabio Fognini,4,25,2,Pablo Andujar,2
69654,2018,RolandGarros,4,Florian Mayer,Mischa Zverev,6-7 1-6 2-6,Mischa Zverev,4,28,3,Florian Mayer,2
69655,2018,RolandGarros,4,Jack Sock,Jurgen Zopp,3-6 6-7 6-4 2-6 7-6,Jurgen Zopp,4,31,3,Jack Sock,2
69656,2018,RolandGarros,4,Jan-Lennard Struff,Evgeny Donskoy,6-1 6-3 6-0,Jan-Lennard Struff,4,22,2,Evgeny Donskoy,2
69657,2018,RolandGarros,4,Joao Sousa,Guido Pella,4-6 3-6 2-6,Guido Pella,4,27,3,Joao Sousa,2
69658,2018,RolandGarros,4,Kevin Anderson,Paolo Lorenzi,6-1 6-2 6-4,Kevin Anderson,4,25,2,Paolo Lorenzi,2
69659,2018,RolandGarros,4,Kyle Edmund,Alex De Minaur,6-2 6-4 6-3,Kyle Edmund,4,27,2,Alex De Minaur,2
69660,2018,RolandGarros,4,Marin Cilic,James Duckworth,6-3 7-5 7-6,Marin Cilic,4,34,2,James Duckworth,2
69661,2018,RolandGarros,4,Marton Fucsovics,Vasek Pospisil,6-3 6-3 7-6,Marton Fucsovics,4,31,2,Vasek Pospisil,2
69662,2018,RolandGarros,4,Matthew Ebden,Thomas Fabbiano,2-6 6-3 2-6 7-5 4-6,Thomas Fabbiano,4,30,3,Matthew Ebden,2
69663,2018,RolandGarros,4,Maximilian Marterer,Ryan Harrison,6-1 6-3 7-5,Maximilian Marterer,4,28,2,Ryan Harrison,2
69664,2018,RolandGarros,4,Nicolas Mahut,Juan Martin Del Potro,4-6 2-6 1-6 6-1,Juan Martin Del Potro,4,22,3,Nicolas Mahut,2
69665,2018,RolandGarros,4,Noah Rubin,John Isner,6-7 6-7 3-6,John Isner,4,35,3,Noah Rubin,2
69666,2018,RolandGarros,4,Pablo Cuevas,Aljaz Bedene,6-4 6-3 6-2,Pablo Cuevas,4,27,2,Aljaz Bedene,2
69667,2018,RolandGarros,4,Sergiy Stakhovsky,Feliciano Lopez,6-2 6-4 6-2,Sergiy Stakhovsky,4,26,2,Feliciano Lopez,2
69668,2018,RolandGarros,4,Simone Bolelli,Rafael Nadal,6-7 3-6 4-6,Rafael Nadal,4,32,3,Simone Bolelli,2
69669,2018,RolandGarros,4,Tennys Sandgren,Hubert Hurkacz,3-6 6-3 2-6 2-6,Hubert Hurkacz,4,25,3,Tennys Sandgren,2
69670,2018,RolandGarros,4,Yuichi Sugita,Horacio Zeballos,2-6 4-6 7-6 4-6,Horacio Zeballos,4,33,3,Yuichi Sugita,2
69671,2018,RolandGarros,4,Yuki Bhambri,Ruben Bemelmans,1-6 4-6 4-6,Ruben Bemelmans,4,27,3,Yuki Bhambri,2
69770,2018,RolandGarros,5,Benoit Paire,Kei Nishikori,3-6 2-6 6-4 6-2 3-6,Kei Nishikori,4,27,3,Benoit Paire,2
69771,2018,RolandGarros,5,David Goffin,Corentin Moutet,7-5 6-0 6-1,David Goffin,4,25,2,Corentin Moutet,2
69772,2018,RolandGarros,5,Dusan Lajovic,Alexander Zverev,2-6 1-6 6-4 5-7 6-2,Alexander Zverev,4,30,3,Dusan Lajovic,2
69773,2018,RolandGarros,5,Federico Delbonis,Pablo Carreno-Busta,4-6 6-3 6-7 6-7,Pablo Carreno-Busta,4,35,3,Federico Delbonis,2
69774,2018,RolandGarros,5,Fernando Verdasco,Guido Andreozzi,6-3 6-2 6-2,Fernando Verdasco,4,25,2,Guido Andreozzi,2
69775,2018,RolandGarros,5,Gilles Simon,Sam Querrey,1-6 7-6 6-4 6-1,Gilles Simon,4,30,2,Sam Querrey,2
69776,2018,RolandGarros,5,Grigor Dimitrov,Jared Donaldson,6-7 6-4 4-6 6-4 10-8,Grigor Dimitrov,4,33,2,Jared Donaldson,2
69777,2018,RolandGarros,5,Guillermo Garcia-Lopez,Karen Khachanov,3-6 7-6 6-7 2-6,Karen Khachanov,4,34,3,Guillermo Garcia-Lopez,2
69778,2018,RolandGarros,5,Jaume Antoni Munar Clar,Novak Djokovic,4-6 4-6 6-7,Novak Djokovic,4,33,3,Jaume Antoni Munar Clar,2
69779,2018,RolandGarros,4,Jeremy Chardy,Tomas Berdych,7-6 7-6 1-6 5-7 6-2,Jeremy Chardy,4,33,2,Tomas Berdych,2
69780,2018,RolandGarros,4,Leonardo Mayer,Julien Benneteau,3-6 2-6 6-7 6-2,Julien Benneteau,4,29,3,Leonardo Mayer,2
69781,2018,RolandGarros,5,Marco Cecchinato,Marco Trungelliti,6-1 7-6 6-1,Marco Cecchinato,4,27,2,Marco Trungelliti,2
69782,2018,RolandGarros,5,Martin Klizan,Gael Monfils,4-6 4-6 2-6,Gael Monfils,4,28,3,Martin Klizan,2
69783,2018,RolandGarros,5,Matteo Berrettini,Ernests Gulbis,6-2 3-6 6-4 6-3,Matteo Berrettini,4,27,2,Ernests Gulbis,2
69784,2018,RolandGarros,4,Peter Polansky,Pierre-Hugues Herbert,2-6 2-6 6-4 3-6,Pierre-Hugues Herbert,4,27,3,Peter Polansky,2
69785,2018,RolandGarros,5,Radu Albot,Damir Dzumhur,5-7 6-1 7-5 3-6 3-6,Damir Dzumhur,4,30,3,Radu Albot,2
69786,2018,RolandGarros,5,Santiago Giraldo,Roberto Bautista Agut,3-6 5-7 4-6,Roberto Bautista Agut,4,31,3,Santiago Giraldo,2
69874,2018,RolandGarros,5,Cameron Norrie,Lucas Pouille,6-7 7-5 4-6 2-6,Lucas Pouille,4,30,3,Cameron Norrie,2
69875,2018,RolandGarros,5,Casper Ruud,Albert Ramos-Vinolas,4-6 2-6 4-6,Albert Ramos-Vinolas,4,28,3,Casper Ruud,2
69876,2018,RolandGarros,5,Denis Shapovalov,Maximilian Marterer,4-6 5-7 6-7 7-5,Maximilian Marterer,4,37,3,Denis Shapovalov,2
69877,2018,RolandGarros,5,Diego Sebastian Schwartzman,Adam Pavlasek,6-1 6-3 6-1,Diego Sebastian Schwartzman,4,23,2,Adam Pavlasek,2
69878,2018,RolandGarros,5,Dominic Thiem,Stefanos Tsitsipas,6-2 2-6 6-4 6-4,Dominic Thiem,4,26,2,Stefanos Tsitsipas,2
69879,2018,RolandGarros,5,Fabio Fognini,Elias Ymer,6-4 6-1 6-2,Fabio Fognini,4,25,2,Elias Ymer,2
69880,2018,RolandGarros,5,Jan-Lennard Struff,Steve Johnson,2-6 2-6 6-7 6-4,Steve Johnson,4,31,3,Jan-Lennard Struff,2
69881,2018,RolandGarros,5,John Isner,Horacio Zeballos,6-7 7-6 7-6 6-2,John Isner,4,39,2,Horacio Zeballos,2
69882,2018,RolandGarros,5,Juan Martin Del Potro,Julien Benneteau,6-4 6-3 6-2,Juan Martin Del Potro,4,27,2,Julien Benneteau,2
69883,2018,RolandGarros,5,Kyle Edmund,Marton Fucsovics,6-0 1-6 6-2 6-3,Kyle Edmund,4,21,2,Marton Fucsovics,2
69884,2018,RolandGarros,5,Marin Cilic,Hubert Hurkacz,6-2 6-2 6-7 7-5,Marin Cilic,4,29,2,Hubert Hurkacz,2
69885,2018,RolandGarros,5,Pablo Cuevas,Kevin Anderson,4-6 6-7 6-3 3-6,Kevin Anderson,4,31,3,Pablo Cuevas,2
69886,2018,RolandGarros,5,Pierre-Hugues Herbert,Jeremy Chardy,2-6 6-3 6-2 3-6 9-7,Pierre-Hugues Herbert,4,25,2,Jeremy Chardy,2
69887,2018,RolandGarros,5,Rafael Nadal,Guido Pella,6-2 6-1 6-1,Rafael Nadal,4,22,2,Guido Pella,2
69888,2018,RolandGarros,5,Richard Gasquet,Malek Jaziri,6-2 3-6 6-3 6-0,Richard Gasquet,4,26,2,Malek Jaziri,2
69889,2018,RolandGarros,5,Ruben Bemelmans,Jurgen Zopp,4-6 4-6 3-6 6-4 6-4,Jurgen Zopp,4,29,3,Ruben Bemelmans,2
69890,2018,RolandGarros,5,Sergiy Stakhovsky,Mischa Zverev,1-6 6-7 7-6 3-6,Mischa Zverev,4,35,3,Sergiy Stakhovsky,2
69891,2018,RolandGarros,5,Thomas Fabbiano,Borna Coric,1-6 1-6 2-6 6-4,Borna Coric,4,25,3,Thomas Fabbiano,2
69951,2018,RolandGarros,6,Alexander Zverev,Damir Dzumhur,6-2 3-6 4-6 7-6 7-5,Alexander Zverev,4,27,2,Damir Dzumhur,2
69952,2018,RolandGarros,6,Grigor Dimitrov,Fernando Verdasco,4-6 2-6 6-7,Fernando Verdasco,4,31,3,Grigor Dimitrov,2
69953,2018,RolandGarros,6,Kei Nishikori,Gilles Simon,6-3 6-1 6-3,Kei Nishikori,4,25,2,Gilles Simon,2
69954,2018,RolandGarros,6,Matteo Berrettini,Dominic Thiem,2-6 3-6 7-6 3-6,Dominic Thiem,4,31,3,Matteo Berrettini,2
69955,2018,RolandGarros,6,Novak Djokovic,Roberto Bautista Agut,6-4 6-7 7-6 6-2,Novak Djokovic,4,36,2,Roberto Bautista Agut,2
69956,2018,RolandGarros,6,Pablo Carreno-Busta,Marco Cecchinato,1-6 3-6 6-7 6-2,Marco Cecchinato,4,30,3,Pablo Carreno-Busta,2
70003,2018,RolandGarros,6,David Goffin,Gael Monfils,6-7 6-3 4-6 7-5 6-3,David Goffin,4,32,2,Gael Monfils,2
70004,2018,RolandGarros,6,Diego Sebastian Schwartzman,Borna Coric,7-5 6-3 6-3,Diego Sebastian Schwartzman,4,30,2,Borna Coric,2
70005,2018,RolandGarros,6,Juan Martin Del Potro,Albert Ramos-Vinolas,7-5 6-4 6-1,Juan Martin Del Potro,4,29,2,Albert Ramos-Vinolas,2
70006,2018,RolandGarros,6,Jurgen Zopp,Maximilian Marterer,4-6 1-6 2-6,Maximilian Marterer,4,25,3,Jurgen Zopp,2
70007,2018,RolandGarros,6,Kyle Edmund,Fabio Fognini,4-6 4-6 6-3 6-4 3-6,Fabio Fognini,4,28,3,Kyle Edmund,2
70008,2018,RolandGarros,6,Lucas Pouille,Karen Khachanov,3-6 5-7 3-6,Karen Khachanov,4,30,3,Lucas Pouille,2
70009,2018,RolandGarros,6,Mischa Zverev,Kevin Anderson,6-7 3-6 7-6 1-6,Kevin Anderson,4,29,3,Mischa Zverev,2
70010,2018,RolandGarros,6,Pierre-Hugues Herbert,John Isner,6-7 4-6 6-7,John Isner,4,36,3,Pierre-Hugues Herbert,2
70011,2018,RolandGarros,6,Rafael Nadal,Richard Gasquet,6-3 6-2 6-2,Rafael Nadal,4,25,2,Richard Gasquet,2
70012,2018,RolandGarros,6,Steve Johnson,Marin Cilic,4-6 2-6 3-6,Marin Cilic,4,27,3,Steve Johnson,2
78600,2018,AustralianOpen,12,Roger Federer,Marin Cilic,6-2 6-7 6-3 3-6 6-1,Roger Federer,4,30,2,Marin Cilic,2
83640,2018,AustralianOpen,4,Alex Bolt,Viktor Troicki,4-6 3-6 2-6 6-4 7-6,Viktor Troicki,4,31,3,Alex Bolt,2
83641,2018,AustralianOpen,4,Alexandr Dolgopolov,Andreas Haider-Maurer,7-6 6-3 6-4,Alexandr Dolgopolov,4,32,2,Andreas Haider-Maurer,2
83642,2018,AustralianOpen,4,Borna Coric,John Millman,1-6 4-6 5-7,John Millman,4,29,3,Borna Coric,2
83643,2018,AustralianOpen,4,Casper Ruud,Quentin Halys,6-3 3-6 6-7 7-5 11-9,Casper Ruud,4,31,2,Quentin Halys,2
83644,2018,AustralianOpen,4,Corentin Moutet,Andreas Seppi,2-6 2-6 4-6 6-3,Andreas Seppi,4,27,3,Corentin Moutet,2
83645,2018,AustralianOpen,4,David Ferrer,Andrey Rublev,2-6 7-6 2-6 7-6 5-7,Andrey Rublev,4,33,3,David Ferrer,2
83646,2018,AustralianOpen,4,Dennis Novak,Grigor Dimitrov,1-6 2-6 3-6,Grigor Dimitrov,4,24,3,Dennis Novak,2
83647,2018,AustralianOpen,4,Diego Sebastian Schwartzman,Dusan Lajovic,2-6 6-3 5-7 6-4 11-9,Diego Sebastian Schwartzman,4,29,2,Dusan Lajovic,2
83648,2018,AustralianOpen,4,Dudi Sela,Ryan Harrison,2-6 5-7 6-3 7-5 3-6,Ryan Harrison,4,30,3,Dudi Sela,2
83649,2018,AustralianOpen,4,Gerald Melzer,Nikoloz Basilashvili,3-6 6-2 4-6 3-6,Nikoloz Basilashvili,4,27,3,Gerald Melzer,2
83650,2018,AustralianOpen,4,Gilles Muller,Federico Delbonis,7-5 6-4 6-3,Gilles Muller,4,31,2,Federico Delbonis,2
83651,2018,AustralianOpen,4,Jack Sock,Yuichi Sugita,3-6 7-5 6-7 1-6,Yuichi Sugita,4,32,3,Jack Sock,2
83652,2018,AustralianOpen,4,Joao Sousa,Dustin Brown,6-4 6-3 4-6 6-7 6-1,Joao Sousa,4,29,2,Dustin Brown,2
83653,2018,AustralianOpen,4,John Isner,Matthew Ebden,3-6 3-6 6-3 4-6,Matthew Ebden,4,28,3,John Isner,2
83654,2018,AustralianOpen,4,Kevin Anderson,Kyle Edmund,4-6 3-6 6-3 3-6 7-6,Kyle Edmund,4,31,3,Kevin Anderson,2
83655,2018,AustralianOpen,4,Kevin King,Jo-Wilfried Tsonga,1-6 4-6 4-6,Jo-Wilfried Tsonga,4,27,3,Kevin King,2
83656,2018,AustralianOpen,4,Laslo Djere,Ivo Karlovic,6-7 3-6 6-7,Ivo Karlovic,4,35,3,Laslo Djere,2
83657,2018,AustralianOpen,4,Leonardo Mayer,Nicolas Jarry,6-2 7-6 6-3,Leonardo Mayer,4,30,2,Nicolas Jarry,2
83658,2018,AustralianOpen,4,Lucas Pouille,Ruben Bemelmans,6-7 7-6 4-6 4-6,Ruben Bemelmans,4,33,3,Lucas Pouille,2
83659,2018,AustralianOpen,4,Mackenzie Mcdonald,Elias Ymer,6-4 6-3 4-6 6-1,Mackenzie Mcdonald,4,29,2,Elias Ymer,2
83660,2018,AustralianOpen,4,Malek Jaziri,Salvatore Caruso,6-7 3-6 6-3 7-5 6-3,Malek Jaziri,4,31,2,Salvatore Caruso,2
83661,2018,AustralianOpen,4,Marcos Baghdatis,Yuki Bhambri,7-6 6-4 6-3,Marcos Baghdatis,4,32,2,Yuki Bhambri,2
83662,2018,AustralianOpen,4,Marius Copil,Gilles Simon,3-6 4-6 5-7,Gilles Simon,4,31,3,Marius Copil,2
